"id","lastName","firstName","patronymic","isArtist","birthDate","deathDate","birthPlace","deathPlace","otherInfo","wikiUrl"
68,Григорьев,Василий,Иванович,0,"1895","1982","","","",https://artinvestment.ru/auctions/20590
69,Григорьев,Николай,Михайлович,0,"1880","1943","","","",https://artinvestment.ru/auctions/272
70,Григорьев,Николай,Николаевич,0,"1901","1979","","","",https://artinvestment.ru/auctions/56440
71,Девинов-Нюренберг,Давид,Маркович,0,"1896","1964","","","",https://artinvestment.ru/auctions/18770
72,Добров,Матвей,Алексеевич,0,"1877","1958","","","",https://artinvestment.ru/auctions/121630
73,Древин,Александр,Давидович,0,"1889","1938","","","",https://artinvestment.ru/auctions/1428
74,Завьялов,Иван,Фёдорович,0,"1893","1937","","","",https://artinvestment.ru/auctions/133930
75,Зефиров,Константин,Клавдианович,0,"1879","1960","","","",https://artinvestment.ru/auctions/21790
76,Иванов,Александр,Иванович,0,"1888","1948","","","",https://artinvestment.ru/auctions/135110
77,Иванов,Евгений,Николаевич,0,"1891","1940","","","",https://artinvestment.ru/auctions/129610
78,Иванов,Сергей,Иванович,0,"1885","1942","","","",https://artinvestment.ru/auctions/20670
79,Иванова,Зинаида,Григорьевна,0,"1897","1979","","","",https://artinvestment.ru/auctions/146700
80,Ижевский,В,В,0,"","","","","",https://artinvestment.ru/auctions/146720
81,Кантор,Лия,Генриховна,0,"","","","","",https://artinvestment.ru/auctions/146740
82,Каптерев,Валерий,Всеволодович,0,"1900","1981","","","",https://artinvestment.ru/auctions/106770
83,Карнеев,Михаил,Дмитриевич,0,"1902","","","","",https://artinvestment.ru/auctions/129630
84,Киров,Сергей,Михайлович,0,"1902","1976","","","",https://artinvestment.ru/auctions/146760
85,Киселев,В,И,0,"","","","","",https://artinvestment.ru/auctions/146780
86,Кончаловская,Татьяна,Максимовна,0,"1909","1971","","","",https://artinvestment.ru/auctions/146800
87,Кончаловский,Пётр,Петрович,0,"1876","1956","","","",https://artinvestment.ru/auctions/868
88,Королёв,Борис,Данилович,0,"1884","1963","","","",https://artinvestment.ru/auctions/79750
89,Кравченко,Алексей,Ильич,0,"1889","1940","","","",https://artinvestment.ru/auctions/1192
90,Крымов,Николай,Петрович,0,"1884","1958","","","",https://artinvestment.ru/auctions/88
91,Куприн,Александр,Васильевич,0,"1880","1960","","","",https://artinvestment.ru/auctions/363
92,Лебедев-Шуйский,Анатолий,Адрианович,0,"1896","1978","","","",https://artinvestment.ru/auctions/1150
93,Левашова,К,А,0,"","","","","",https://artinvestment.ru/auctions/129690
94,Лобанов,Сергей,Иванович,0,"1887","1943","","","",https://artinvestment.ru/auctions/7733
95,Максимов,Николай,Христофорович,0,"1892","1979","","","",https://artinvestment.ru/auctions/69000
96,Малютин,Иван,Андреевич,0,"1891 (1889 (?))","1932","","","",https://artinvestment.ru/auctions/65030
97,Масленников,Николай,Николаевич,0,"1895","1950","","","",https://artinvestment.ru/auctions/146660
98,Машкевич,Евгений,Осипович,0,"1894","1945","","","",https://artinvestment.ru/auctions/133950
99,Машков,Илья,Иванович,0,"1881","1944","","","",https://artinvestment.ru/auctions/1104
100,Моргунов,Алексей,Алексеевич,0,"1884","1935","","","",https://artinvestment.ru/auctions/15130
101,Мурашев,Дмитрий,Васильевич,0,"1904","1961","","","",https://artinvestment.ru/auctions/129770
102,Мухин,Семён,Григорьевич,0,"1891","1972","","","",https://artinvestment.ru/auctions/129790
103,Новожилов,Василий,Михайлович,0,"1888","1959","","","",https://artinvestment.ru/auctions/100360
104,Осмёркин,Александр,Александрович,0,"1892","1953","","","",https://artinvestment.ru/auctions/1462
105,Павлова,А,В,0,"","","","","",https://artinvestment.ru/auctions/146820
106,Первухин,Александр,Николаевич,0,"1898","","","","",https://artinvestment.ru/auctions/146840
107,Перфильев,Иван,Петрович,0,"","","","","",https://artinvestment.ru/auctions/146860
108,Петров,Сергей,Иванович,0,"1881","1936","","","",https://artinvestment.ru/auctions/146580
109,Полежаев,А,Г,0,"","","","","",https://artinvestment.ru/auctions/146880
110,Почиталов,Василий,Васильевич,0,"1903","1973","","","",https://artinvestment.ru/auctions/15430
111,Родионов,Михаил,Семёнович,0,"1885","1956","","","",https://artinvestment.ru/auctions/44960
112,Рождественский,Василий,Васильевич,0,"1884","1963","","","",https://artinvestment.ru/auctions/15530
113,Романович,Сергей,Михайлович,0,"1894","1968","","","",https://artinvestment.ru/auctions/96400
114,Рублёв,Георгий,Иосифович,0,"1902","1975","","","",https://artinvestment.ru/auctions/43440
115,Рыбаков,Алексей,Андреевич,0,"","","","","",https://artinvestment.ru/auctions/146900
116,Рындин,Вадим,Фёдорович,0,"1902","1974","","","",https://artinvestment.ru/auctions/1246
117,Сахаров,А,Ф,0,"","","","","",https://artinvestment.ru/auctions/146920
118,Соколик,Наум,Клементьевич,0,"1897","1944","","","",https://artinvestment.ru/auctions/109270
119,Софронова,Антонина,Фёдоровна,0,"1892","1966","","","",https://artinvestment.ru/auctions/357
120,Столпникова,Мариамна,Ильинична,0,"1893","1961","","","",https://artinvestment.ru/auctions/146940
121,Таратухин,С,М,0,"","","","","",https://artinvestment.ru/auctions/17750
122,Фальк,Роберт,Рафаилович,0,"1886","1958","","","",https://artinvestment.ru/auctions/1152
123,Фёдоров,Герман,Васильевич,0,"1885","1976","","","",https://artinvestment.ru/auctions/25150
124,Фейгин,Моисей,Александрович,0,"1904","2008","","","",https://artinvestment.ru/auctions/13650
125,Феокритова,Мария,Ивановна,0,"1898","1983","","","",https://artinvestment.ru/auctions/137610
126,Фонвизин,Артур,Владимирович,0,"1882","1973","","","",https://artinvestment.ru/auctions/268
127,Франкетти,Владимир,Феликсович,0,"1887","1969","","","",https://artinvestment.ru/auctions/135850
128,Храковский,Владимир,Львович,0,"1893","1984","","","",https://artinvestment.ru/auctions/146640
129,Чекмазов,Иван,Иванович,0,"1901","1961","","","",https://artinvestment.ru/auctions/119850
130,Чернышёв,Николай,Михайлович,0,"1885","1973","","","",https://artinvestment.ru/auctions/15830
131,Чирков,Антон,Николаевич,0,"1902","1946","","","",https://artinvestment.ru/auctions/130130
132,Шабль-Табулевич,Борис,Сергеевич,0,"1896",после 1939,"","","",https://artinvestment.ru/auctions/88080
133,Шевченко,Александр,Васильевич,0,"1883","1948","","","",https://artinvestment.ru/auctions/264
134,Шегаль,Григорий,Михайлович,0,"1889","1956","","","",https://artinvestment.ru/auctions/15870
135,Шемякин,Михаил,Фёдорович,0,"1875","1944","","","",https://artinvestment.ru/auctions/2172
136,Шеришев,Василий,Михайлович,0,"1903","1940","","","",https://artinvestment.ru/auctions/130170
137,Шестаков,Николай,Иванович,0,"1883","","","","",https://artinvestment.ru/auctions/103280
138,Шифрина,Варвара,Наумовна,0,"1905","1970е","","","",https://artinvestment.ru/auctions/146960
139,Шмелев,Фёдор,Константинович,0,"1899","1991","","","",https://artinvestment.ru/auctions/146980
140,Эйгес,Б,Р,0,"","","","","",https://artinvestment.ru/auctions/147000
141,Эйгес,Вениамин,Романович,0,"1888","1956","","","",https://artinvestment.ru/auctions/20690
142,Эйферт,Владимир,Александрович,0,"1884","1960","","","",https://artinvestment.ru/auctions/147020
143,Ястржемский,Антон,Станиславович,0,"1884","1960","","","",https://artinvestment.ru/auctions/134010
144,Акимов,И,П,0,"","","","","",https://artinvestment.ru/auctions/135570
145,Аксельрод,Меер,Моисеевич,0,"1902","1970","","","",https://artinvestment.ru/auctions/1974
146,Аракелян,Седрак,Аракелович,0,"1884","1942","","","",https://artinvestment.ru/auctions/128950
147,Аринин,Михаил,Александрович,0,"1897","1967","","","",https://artinvestment.ru/auctions/135590
148,Аскинази,Моисей,Соломонович,0,"1901","1947","","","",https://artinvestment.ru/auctions/135610
149,Бебутова,Елена,Михайловна,0,"1892","1970","","","",https://artinvestment.ru/auctions/45040
150,Бехтеев,Владимир,Георгиевич,0,"1878","1971","","","",https://artinvestment.ru/auctions/29
151,Бруни,Лев,Александрович,0,"1894","1948","","","",https://artinvestment.ru/auctions/13130
152,Верейский,Георгий,Семёнович,0,"1886","1962","","","",https://artinvestment.ru/auctions/1218
153,Глаголева,Анна,Семёновна,0,"1873","1943","","","",https://artinvestment.ru/auctions/123270
154,Гончаров,Андрей,Дмитриевич,0,"1903","1979","","","",https://artinvestment.ru/auctions/888
155,Горшман,Мендель,Хаимович,0,"1902","1972","","","",https://artinvestment.ru/auctions/37900
156,Гудиашвили,Ладо,"",0,"1896","1980","","","",https://artinvestment.ru/auctions/1650
157,Давидович,Ефрем,Гершевич,0,"1899","1941","","","",https://artinvestment.ru/auctions/64810
158,Егоров,Евгений,Васильевич,0,"1901","1942","","","",https://artinvestment.ru/auctions/14330
159,Ермаков,Иван,Дмитриевич,0,"1875","","","","",https://artinvestment.ru/auctions/135650
160,Ефимов,Иван,Семёнович,0,"1878","1959",Москва,Москва,"",https://artinvestment.ru/auctions/48180/
161,Жолтовский,Иван,Владиславович,0,"1867","1959","","","",https://artinvestment.ru/auctions/124730
162,Ивановский,Лев,Константинович,0,"1900","1932","","","",https://artinvestment.ru/auctions/135670
163,Истомин,Константин,Николаевич,0,"1887","1942","","","",https://artinvestment.ru/auctions/1338
164,Карев,Алексей,Еремеевич,0,"1879","1942","","","",https://artinvestment.ru/auctions/123050
165,Кашкин,Владимир,Иванович,0,"1904","1938","","","",https://artinvestment.ru/auctions/135690
166,Кузнецов,Михаил,Варфоломеевич,0,"1876","1953","","","",https://artinvestment.ru/auctions/122730
167,Кузнецов,Павел,Варфоломеевич,0,"1878","1968","","","",https://artinvestment.ru/auctions/934
168,Купреянов,Николай,Николаевич,0,"1894","1933","","","",https://artinvestment.ru/auctions/1228
169,Лебедев,Владимир,Васильевич,0,"1891","1967","","","",https://artinvestment.ru/auctions/1096
170,Лопатников,Дмитрий,Никонович,0,"1889","1975","","","",https://artinvestment.ru/auctions/135530
171,Львов,Пётр,Иванович,0,"1882","1944","","","",https://artinvestment.ru/auctions/2134
172,Матвеев,Александр,Терентьевич,0,"1878","1960","","","",https://artinvestment.ru/auctions/50755
173,Матвеева-Мостова,Зоя,Яковлевна,0,"1884","1972","","","",https://artinvestment.ru/auctions/27630
174,Мидлер,Виктор,Маркович,0,"1888","1979","","","",https://artinvestment.ru/auctions/1560
175,Милашевский,Владимир,Алексеевич,0,"1893","1976","","","",https://artinvestment.ru/auctions/1354
176,Миловидов,Борис,Васильевич,0,"1902","1975","","","",https://artinvestment.ru/auctions/67630
177,Могилевский,Александр,Павлович,0,"1885","1980","","","",https://artinvestment.ru/auctions/98900
178,Мухина,Вера,Игнатьевна,0,"1889","1953","","","",https://artinvestment.ru/auctions/50795
179,Нерадовский,Пётр,Иванович,0,"1875","1962","","","",https://artinvestment.ru/auctions/50560
180,Нивинский,Игнатий,Игнатьевич,0,"1881","1933","","","",https://artinvestment.ru/auctions/972
181,Нисс-Гольдман,Нина,Ильинична,0,"1893","1990","","","",https://artinvestment.ru/auctions/135550
182,Остроумова-Лебедева,Анна,Петровна,0,"1871","1955","","","",https://artinvestment.ru/auctions/344
183,Павлинов,Павел,Яковлевич,0,"1881","1966","","","",https://artinvestment.ru/auctions/125250
184,Падалицын,Николай,Иванович,0,"1893","1930","","","",https://artinvestment.ru/auctions/135710
185,Петров-Водкин,Кузьма,Сергеевич,0,"1878","1939","","","",https://artinvestment.ru/auctions/970
186,Рейдемейстер,В,Ф,0,"","","","","",https://artinvestment.ru/auctions/135730
187,Розенфельд,Николай,Борисович,0,"1886","1937 (1938?)","","","",https://artinvestment.ru/auctions/135750
188,Савинов,Александр,Иванович,0,"1881","1942","","","",https://artinvestment.ru/auctions/19890
189,Сарьян,Мартирос,Сергеевич,0,"1880","1972","","","",https://artinvestment.ru/auctions/4733
190,Симон,Николай,Иванович,0,"1892","1951","","","",https://artinvestment.ru/auctions/135770
191,Симонович-Ефимова,Нина,Яковлевна,0,"1877","1948","","","",https://artinvestment.ru/auctions/125310
192,Синякова-Уречина,Мария,Михайловна,0,"1890","1984","","","",https://artinvestment.ru/auctions/57900
193,Соловейчик,Арон,Абрамович,0,"1901","1961","","","",https://artinvestment.ru/auctions/135790
194,Столпникова,Антонина,Ильинична,0,"1891","1930","","","",https://artinvestment.ru/auctions/135810
195,Таманов,Александр,Иванович,0,"1878","1936","","","",https://artinvestment.ru/auctions/124790
196,Тарасов,Николай,Павлович,0,"1896","1969","","","",https://artinvestment.ru/auctions/90350
197,Тарханов,Михаил,Михайлович,0,"1888","1962","","","",https://artinvestment.ru/auctions/1006
198,Тырса,Николай,Андреевич,0,"1887","1942","","","",https://artinvestment.ru/auctions/1422
199,Ульянов,Николай,Павлович,0,"1875","1949","","","",https://artinvestment.ru/auctions/1114
200,Уткин,Пётр,Саввич,0,"1877","1934","","","",https://artinvestment.ru/auctions/6733
201,Фаворский,Владимир,Андреевич,0,"1886","1964","","","",https://artinvestment.ru/auctions/1214
202,Федоренко,В,П,0,"","","","","",https://artinvestment.ru/auctions/135830
203,Феофилактов,Николай,Петрович,0,"1878","1941","","","",https://artinvestment.ru/auctions/1320
204,Френкель-Манюссон,Роза,Владимировна,0,"1880","","","","",https://artinvestment.ru/auctions/135870
205,Чайков,Иосиф,Моисеевич,0,"1888","1979","","","",https://artinvestment.ru/auctions/48300
206,Шитиков,Василий,Дмитриевич,0,"1874","1957","","","",https://artinvestment.ru/auctions/2112
207,Шор,Сарра,Марковна,0,"1897","1981","","","",https://artinvestment.ru/auctions/91400
208,Шпинель,Иосиф,Аронович,0,"1892","1989","","","",https://artinvestment.ru/auctions/135890
209,Щуко,Владимир,Алексеевич,0,"1878","1939","","","",https://artinvestment.ru/auctions/124910
210,Щусев,Алексей,Викторович,0,"1873","1949","","","",https://artinvestment.ru/auctions/34500
211,Юстицкий,Валентин,Михайлович,0,"1892","1951","","","",https://artinvestment.ru/auctions/92390
212,Яковлев,Б,А,0,"","","","","",https://artinvestment.ru/auctions/135910
213,Ахремчик,Иван,Осипович,0,"1903","1971","","","",https://artinvestment.ru/auctions/187680
214,Барто,Ростислав,Николаевич,0,"1902","1974","","","",https://artinvestment.ru/auctions/1944
215,Баскакова,В,Н,0,"","","","","",https://artinvestment.ru/auctions/187700
216,Башкиров,Г,А,0,"","","","","",https://artinvestment.ru/auctions/187720
217,Беликович,З,В,0,"","","","","",https://artinvestment.ru/auctions/187740
218,Витинг,Николай,Иосифович,0,"1910","1991","","","",https://artinvestment.ru/auctions/42080
219,Голованов,Александр,Сергеевич,0,"1899","1930","","","",https://artinvestment.ru/auctions/187760
220,Голополосов,Борис,Александрович,0,"1900","1983","","","",https://artinvestment.ru/auctions/187780
221,Гончаров,Иван,Дмитриевич,0,"1899",не ранее 1939,"","","",https://artinvestment.ru/auctions/187800
222,Игумнов,Сергей,Дмитриевич,0,"1900","1942","","","",https://artinvestment.ru/auctions/187820
223,Классон,Екатерина,Робертовна,0,"1901","1980","","","",https://artinvestment.ru/auctions/187840
224,Коган,О,И,0,"",не ранее 1957,"","","",https://artinvestment.ru/auctions/187860
225,Копчугов,А,А,0,"",не ранее 1932,"","","",https://artinvestment.ru/auctions/187880
226,Кузнецов,Л,А,0,"",не ранее 1930,"","","",https://artinvestment.ru/auctions/187900
227,Кутузов,В,И,0,"",не ранее 1934,"","","",https://artinvestment.ru/auctions/187920
228,Морозов,Константин,Феофанович,0,"1894","1960-е","","","",https://artinvestment.ru/auctions/29930
229,Мухин,К,М,0,"",не ранее 1932,"","","",https://artinvestment.ru/auctions/187940
230,Некрасов,Сергей (?),Григорьевич (?),0,"1893 (?)",не ранее 1929 (1960-е (?)),"","","",https://artinvestment.ru/auctions/187960
231,Николаев,Николай,И,0,"",ХХ,"","","",https://artinvestment.ru/auctions/162240
232,Новиков,Михаил,Васильевич,0,"1900",не ранее 1930,"","","",https://artinvestment.ru/auctions/187980
233,Павлова,М,"",0,"","","","","",https://artinvestment.ru/auctions/188000
234,Ряжский,Георгий,Георгиевич,0,"1895","1952","","","",https://artinvestment.ru/auctions/15590
235,Сирвинт-Шерман,Зинаида,Марковна,0,"1902","1971","","","",https://artinvestment.ru/auctions/106570
236,Стрелков,С,С,0,"",не ранее 1930,"","","",https://artinvestment.ru/auctions/188020
237,Суряев,Константин,Николаевич,0,"1900","1965","","","",https://artinvestment.ru/auctions/141540
238,Тавадзе,Тамара,Георгиевна,0,"1898","1980 (?)","","","",https://artinvestment.ru/auctions/78390
239,Фомин,А,А,0,"","","","","",https://artinvestment.ru/auctions/159840
240,Фролов,Николай,Фёдорович,0,"1901","1948","","","",https://artinvestment.ru/auctions/188040
241,Целыковский,Михаил,Александрович,0,"1902 (?)",не ранее 1928,"","","",https://artinvestment.ru/auctions/188060
242,Штейнбрехт,Р,Л,0,"",не ранее 1932,"","","",https://artinvestment.ru/auctions/188080
243,Какабадзе,Давид,Несторович,0,"1889","1952","","","",https://artinvestment.ru/auctions/1890
244,Кириллова,Анна,Михайловна,0,"",после 1930,"","","",https://artinvestment.ru/auctions/124130
245,Лассон-Спирова,Эльза,Альфредовна,0,"","","","","",https://artinvestment.ru/auctions/124150
246,Псковитинов,Евгений,Константинович,0,"","","","","",https://artinvestment.ru/auctions/124170
247,Филонов,Павел,Николаевич,0,"1883","1941","","","",https://artinvestment.ru/auctions/795
248,Альтман,Натан,Исаевич,0,"1889","1970","","","",https://artinvestment.ru/auctions/1232
249,Васильева,Мария,Ивановна,0,"1884","1957","","","",https://artinvestment.ru/auctions/821
250,Каменский,Василий,Васильевич,0,"1884","1961","","","",https://artinvestment.ru/auctions/123290
251,Попова,Любовь,Сергеевна,0,"1889","1924","","","",https://artinvestment.ru/auctions/82
252,Татлин,Владимир,Евграфович,0,"1885","1953","","","",https://artinvestment.ru/auctions/1568
253,Граженский,Василий,Владимирович,0,"1883","1920","","","",https://artinvestment.ru/auctions/151260
254,Гусак,Георгий,Виссарионович,0,"","","","","",https://artinvestment.ru/auctions/151280
255,Лукашев,С,"",0,"","","","","",https://artinvestment.ru/auctions/151300
256,Любарский,Павел,Васильевич,0,"1891","1968 (1970?)","","","",https://artinvestment.ru/auctions/151320
257,Наумов,Никтополион,Павлович,0,"1891","1928","","","",https://artinvestment.ru/auctions/151340
258,Пальмов,Виктор,Никандрович,0,"1888","1929","","","",https://artinvestment.ru/auctions/70100
259,Плассе,Ж,"",0,"","","","","",https://artinvestment.ru/auctions/151360
260,Андреевская,Мария,Георгиевна,0,"1895","1921","","","",https://artinvestment.ru/auctions/154860
261,Барашов,Михаил,Васильевич,0,"1897","1962","","","",https://artinvestment.ru/auctions/154880
262,Вильковиская,Вера,Эммануиловна,0,"1890","1944","","","",https://artinvestment.ru/auctions/154900
263,Меркушев,Михаил,Иванович,0,"1899","","","","",https://artinvestment.ru/auctions/154920
264,Мощевитин,Дмитрий,Павлович,0,"1894","1974","","","",https://artinvestment.ru/auctions/154940
265,Платунова,Александра,Георгиевна,0,"1896","1966","","","",https://artinvestment.ru/auctions/152540
266,Плещинский,Илларион,Николаевич,0,"1892","1961","","","",https://artinvestment.ru/auctions/133450
267,Сокольский,Николай,Михайлович,0,"1900","1970","","","",https://artinvestment.ru/auctions/154960
268,Фёдоров,Дмитрий,Михайлович,0,"1891","1959","","","",https://artinvestment.ru/auctions/154980
269,Федотов,Степан,Сергеевич,0,"1895","1946","","","",https://artinvestment.ru/auctions/155000
270,Чеботарёв,Константин,Константинович,0,"1892","1974","","","",https://artinvestment.ru/auctions/42400
271,Шикалов,Николай,Сергеевич,0,"1890","1921","","","",https://artinvestment.ru/auctions/155020
272,Богданов,Сергей,Александрович,0,"1888","1967","","","",https://artinvestment.ru/auctions/1494
273,Богородский,Фёдор,Семёнович,0,"1895","1959","","","",https://artinvestment.ru/auctions/13950
274,Булатов,И,П,0,"","","","","",https://artinvestment.ru/auctions/129490
275,Бунатьян,Леонард,Михайлович,0,"","","","","",https://artinvestment.ru/auctions/129510
276,Вейдеман,Карл,Янович,0,"1897","1938","","","",https://artinvestment.ru/auctions/129550
277,Воронов,Леонид,Александрович,0,"1899","","","","",https://artinvestment.ru/auctions/129570
278,Глускин,Александр,Михайлович,0,"1899","1969","","","",https://artinvestment.ru/auctions/23470
279,Земенков,Борис,Сергеевич,0,"1902","1963","","","",https://artinvestment.ru/auctions/36540
280,Зозуля,Григорий,Степанович,0,"1893","1973","","","",https://artinvestment.ru/auctions/1786
281,Колобов,Даниил,Леонидович,0,"1892","1963","","","",https://artinvestment.ru/auctions/129650
282,Колобова,Инна,Викторовна,0,"","","","","",https://artinvestment.ru/auctions/129670
283,Колосов,Алексей,Александрович,0,"1892","1972","","","",https://artinvestment.ru/auctions/1140
284,Кузнецов,Михаил,Александрович,0,"1904","1989","","","",https://artinvestment.ru/auctions/950
285,Лаков,Николай,Андреевич,0,"1894","1970","","","",https://artinvestment.ru/auctions/18910
286,Макарычев,Илья,Павлович,0,"1901","1928 (?)","","","",https://artinvestment.ru/auctions/129710
287,Малютин,Михаил,Сергеевич,0,конец XIX — начало XX,"","","","",https://artinvestment.ru/auctions/112810
288,Мотовилов,Георгий,Иванович,0,"1884","1963","","","",https://artinvestment.ru/auctions/129750
289,Нащекин,Демьян,Васильевич,0,"","","","","",https://artinvestment.ru/auctions/129810
290,Никифоров,Вадим,Сергеевич,0,"","","","","",https://artinvestment.ru/auctions/129830
291,Оболенский,Михаил,Васильевич,0,"1896","1979","","","",https://artinvestment.ru/auctions/129850
